Sentence 1	Sentence 2	Combined	Concept Strings	Concept Synsets
Papers sitting on office desk	papers are next to the board	Papers sitting on office desk and are next to the board	['papers', 'desk', 'board']	['paper.n.01', 'desk.n.01', 'board.n.02']
Papers sitting on office desk	papers are on holder	Papers sitting on office desk and are on holder	['papers', 'desk', 'holder']	['paper.n.01', 'desk.n.01', 'holder.n.01']
Papers sitting on office desk	papers are below on the shelf	Papers sitting on office desk and are below on the shelf	['papers', 'desk', 'shelf']	['paper.n.01', 'desk.n.01', 'shelf.n.01']
White books on bookshelf	Wood bookshelf leaning against the wall	White books on bookshelf wood bookshelf leaning against the wall	['books', 'bookshelf', 'wall']	['book.n.01', 'bookshelf.n.01', 'wall.n.01']
White books on bookshelf	a book shelf against the wall	White books on bookshelf a book shelf against the wall	['books', 'bookshelf', 'wall']	['book.n.01', 'bookshelf.n.01', 'wall.n.01']
White books on bookshelf	books are on the shelf	White books on bookshelf and are on the shelf	['books', 'bookshelf', 'shelf']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	rows of books on two shelves	White books on bookshelf and on two shelves	['books', 'bookshelf', 'shelves']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	Books on wall shelf	White books on bookshelf and on wall shelf	['books', 'bookshelf', 'wall']	['book.n.01', 'bookshelf.n.01', 'wall.n.01']
White books on bookshelf	Books on a bookshelf	White books on bookshelf and on a bookshelf	['books', 'bookshelf', 'shelves']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	a purple book is on the desk	White books on bookshelf and is on the desk	['books', 'bookshelf', 'desk']	['book.n.01', 'bookshelf.n.01', 'desk.n.01']
White books on bookshelf	books on the shelf	White books on bookshelf and on the shelf	['books', 'bookshelf', 'shelf']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	a blue book is on the shelf	White books on bookshelf and is on the shelf	['books', 'bookshelf', 'shelf']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	books are on the bookshelf	White books on bookshelf and are on the bookshelf	['books', 'bookshelf', 'shelves']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	red book on the table	White books on bookshelf and on the table	['books', 'bookshelf', 'desk']	['book.n.01', 'bookshelf.n.01', 'desk.n.01']
White books on bookshelf	book with papers on top of it	White books on bookshelf and with papers on top of it	['books', 'bookshelf', 'papers']	['book.n.01', 'bookshelf.n.01', 'paper.n.01']
White books on bookshelf	Red book on a table	White books on bookshelf and on a table	['books', 'bookshelf', 'desk']	['book.n.01', 'bookshelf.n.01', 'desk.n.01']
White books on bookshelf	books are on the self	White books on bookshelf and are on the self	['books', 'bookshelf', 'shelf']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
White books on bookshelf	A line of books on a shelf	White books on bookshelf and on a shelf	['books', 'bookshelf', 'shelf']	['book.n.01', 'bookshelf.n.01', 'shelf.n.01']
Man looking at computer	a laptop computer on a desk	Man looking at computer a laptop computer on a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
Man looking at computer	a grey laptop is a top of a desk	Man looking at computer a grey laptop is a top of a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
Man looking at computer	Laptop computer on a table	Man looking at computer laptop computer on a table	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
Man looking at computer	man is wearing sneakers	Man looking at computer and is wearing sneakers	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
Man looking at computer	A man in a red shirt	Man looking at computer and in a red shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	a man is wearing glasses	Man looking at computer and is wearing glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
Man looking at computer	a man wears grey shoes	Man looking at computer and wears grey shoes	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
Man looking at computer	a man has brown shoes on 	Man looking at computer and has brown shoes on	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
Man looking at computer	A man dressed in a red shirt and black pants. 	Man looking at computer and dressed in a red shirt and black pants.	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	A man dressed in a red shirt and black pants. 	Man looking at computer and dressed in a red shirt and black pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
Man looking at computer	A man wearing a gray jacket and gray pants. 	Man looking at computer and wearing a gray jacket and gray pants.	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
Man looking at computer	A man wearing a gray jacket and gray pants. 	Man looking at computer and wearing a gray jacket and gray pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
Man looking at computer	man is wearing red tshirt	Man looking at computer and is wearing red tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	man is holding his chin	Man looking at computer and is holding his chin	['man', 'computer', 'chin']	['man.n.01', 'computer.n.01', 'chin.n.01']
Man looking at computer	man is wearing brown shoes	Man looking at computer and is wearing brown shoes	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
Man looking at computer	the man wears a red t shirt 	Man looking at computer and wears a red t shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	a man in glasses	Man looking at computer and in glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
Man looking at computer	A man in a gray hoodie	Man looking at computer and in a gray hoodie	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
Man looking at computer	man wearing silver backpack	Man looking at computer and wearing silver backpack	['man', 'computer', 'backpack']	['man.n.01', 'computer.n.01', 'backpack.n.01']
Man looking at computer	man is about to cross the road	Man looking at computer and is about to cross the road	['man', 'computer', 'crosswalk']	['man.n.01', 'computer.n.01', 'crossing.n.05']
Man looking at computer	man has folded sleeves	Man looking at computer and has folded sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
Man looking at computer	man is wearing black and white tshirt	Man looking at computer and is wearing black and white tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	mans hand is on the keyboard	Man looking at computer and hand is on the keyboard	['man', 'computer', 'hand']	['man.n.01', 'computer.n.01', 'hand.n.01']
Man looking at computer	the man has glasses on 	Man looking at computer and has glasses on	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
Man looking at computer	man has folded his sleeves	Man looking at computer and has folded his sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
Man looking at computer	man has folded his sleeves	Man looking at computer and has folded his sleeves	['man', 'computer', 'sleeve']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
Man looking at computer	man is wearing black pants	Man looking at computer and is wearing black pants	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
Man looking at computer	man has a white and black tshirt	Man looking at computer and has a white and black tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	mans jackets are touching the floor	Man looking at computer and jackets are touching the floor	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
Man looking at computer	A man sitting at a desk 	Man looking at computer and sitting at a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
Man looking at computer	a man in a grey shirt	Man looking at computer and in a grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Man looking at computer	man is wearing grey shirt	Man looking at computer and is wearing grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
headphones are on the table	black headphones are on the desk	headphones are on the table and are on the desk	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
headphones are on the table	Black headphones on table	headphones are on the table and on table	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
headphones are on the table	Black earphones sitting on a computer desk.	headphones are on the table and black earphones sitting on a computer desk.	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
headphones are on the table	headphone are on the desk	headphones are on the table and headphone are on the desk	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
headphones are on the table	headphones sitting on a  desk	headphones are on the table and sitting on a desk	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
headphones are on the table	black headphones on the desk	headphones are on the table and on the desk	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
headphones are on the table	Ear phones sitting on a table. 	headphones are on the table and ear phones sitting on a table.	['headphones', 'table', 'desk']	['earphone.n.01', 'table.n.02', 'desk.n.01']
papers are lying on the desk	papers are next to the board	papers are lying on the desk and are next to the board	['papers', 'desk', 'board']	['paper.n.01', 'desk.n.01', 'board.n.02']
papers are lying on the desk	papers are on holder	papers are lying on the desk and are on holder	['papers', 'desk', 'holder']	['paper.n.01', 'desk.n.01', 'holder.n.01']
papers are lying on the desk	papers are below on the shelf	papers are lying on the desk and are below on the shelf	['papers', 'desk', 'shelf']	['paper.n.01', 'desk.n.01', 'shelf.n.01']
a blue cup is on the desk	the black and silver cup on the shelf	a blue cup is on the desk and on the shelf	['cup', 'desk', 'shelf']	['cup.n.01', 'desk.n.01', 'shelf.n.01']
a blue cup is on the desk	blue cup is on the table	a blue cup is on the desk and is on the table	['cup', 'desk', 'table']	['cup.n.01', 'desk.n.01', 'table.n.02']
planes are on the monitors screen	white computer monitor on the desk	planes are on the monitors screen and on the desk	['monitor', 'screen', 'desk']	['monitor.n.04', 'screen.n.01', 'desk.n.01']
planes are on the monitors screen	ancient computer monitor next to water bottle	planes are on the monitors screen and next to water bottle	['monitor', 'screen', 'bottle']	['monitor.n.04', 'screen.n.01', 'bottle.n.01']
man is wearing grey shirt	man is wearing sneakers	man is wearing grey shirt and is wearing sneakers	['man', 'shirt', 'sneakers']	['man.n.01', 'shirt.n.01', 'gym_shoe.n.01']
man is wearing grey shirt	a man is wearing glasses	man is wearing grey shirt and is wearing glasses	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
man is wearing grey shirt	a man wears grey shoes	man is wearing grey shirt and wears grey shoes	['man', 'shirt', 'sneakers']	['man.n.01', 'shirt.n.01', 'gym_shoe.n.01']
man is wearing grey shirt	a man has brown shoes on 	man is wearing grey shirt and has brown shoes on	['man', 'shirt', 'shoes']	['man.n.01', 'shirt.n.01', 'shoe.n.01']
man is wearing grey shirt	A man dressed in a red shirt and black pants. 	man is wearing grey shirt and dressed in a red shirt and black pants.	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
man is wearing grey shirt	A man wearing a gray jacket and gray pants. 	man is wearing grey shirt and wearing a gray jacket and gray pants.	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
man is wearing grey shirt	A man wearing a gray jacket and gray pants. 	man is wearing grey shirt and wearing a gray jacket and gray pants.	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
man is wearing grey shirt	man is holding his chin	man is wearing grey shirt and is holding his chin	['man', 'shirt', 'chin']	['man.n.01', 'shirt.n.01', 'chin.n.01']
man is wearing grey shirt	man is wearing brown shoes	man is wearing grey shirt and is wearing brown shoes	['man', 'shirt', 'shoes']	['man.n.01', 'shirt.n.01', 'shoe.n.01']
man is wearing grey shirt	a man in glasses	man is wearing grey shirt and in glasses	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
man is wearing grey shirt	A man in a gray hoodie	man is wearing grey shirt and in a gray hoodie	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
man is wearing grey shirt	man wearing silver backpack	man is wearing grey shirt and wearing silver backpack	['man', 'shirt', 'backpack']	['man.n.01', 'shirt.n.01', 'backpack.n.01']
